Ticket;Date;Close/Last;Volume;Open;High;Low
AAPL;03/10/2023;$148.50;68572400;$150.21;$150.94;$147.6096
AAPL;03/09/2023;$150.59;53833580;$153.559;$154.535;$150.225
AAPL;03/08/2023;$152.87;47204790;$152.81;$153.47;$151.83
AAPL;03/07/2023;$151.60;56182030;$153.70;$154.0299;$151.13
AAPL;03/06/2023;$153.83;87558030;$153.785;$156.30;$153.46
AAPL;03/03/2023;$151.03;70732300;$148.045;$151.11;$147.33
AAPL;03/02/2023;$145.91;52279760;$144.38;$146.71;$143.90
AAPL;03/01/2023;$145.31;55478990;$146.83;$147.2285;$145.01
AAPL;02/28/2023;$147.41;50547000;$147.05;$149.08;$146.83
AAPL;02/27/2023;$147.92;44998470;$147.71;$149.17;$147.45
AAPL;02/24/2023;$146.71;55469610;$147.11;$147.19;$145.7202
AAPL;02/23/2023;$149.40;48394250;$150.09;$150.34;$147.24
AAPL;02/22/2023;$148.91;51011310;$148.87;$149.95;$147.16
AAPL;02/21/2023;$148.48;58867230;$150.20;$151.30;$148.405
AAPL;02/17/2023;$152.55;59144120;$152.35;$153.00;$150.85
AAPL;02/16/2023;$153.71;68167940;$153.51;$156.33;$153.3475
AAPL;02/15/2023;$155.33;65669250;$153.11;$155.50;$152.88
AAPL;02/14/2023;$153.20;61707570;$152.12;$153.77;$150.86
AAPL;02/13/2023;$153.85;62199010;$150.952;$154.26;$150.92
AAPL;02/10/2023;$151.01;57450710;$149.46;$151.3401;$149.22
AAPL;02/09/2023;$150.87;56007140;$153.775;$154.33;$150.42
AAPL;02/08/2023;$151.92;64120080;$153.88;$154.58;$151.168
AAPL;02/07/2023;$154.65;83322550;$150.64;$155.23;$150.64
AAPL;02/06/2023;$151.73;69858310;$152.575;$153.10;$150.78
AAPL;02/03/2023;$154.50;154357300;$148.03;$157.38;$147.83
AAPL;02/02/2023;$150.82;118339000;$148.90;$151.18;$148.17
AAPL;02/01/2023;$145.43;77663630;$143.97;$146.61;$141.32
AAPL;01/31/2023;$144.29;65874460;$142.70;$144.34;$142.28
AAPL;01/30/2023;$143.00;64015270;$144.955;$145.55;$142.85
AAPL;01/27/2023;$145.93;70555840;$143.155;$147.23;$143.08
AAPL;01/26/2023;$143.96;54105070;$143.17;$144.25;$141.90
AAPL;01/25/2023;$141.86;65799350;$140.89;$142.43;$138.81
AAPL;01/24/2023;$142.53;66435140;$140.305;$143.16;$140.30
AAPL;01/23/2023;$141.11;81760310;$138.12;$143.315;$137.90
AAPL;01/20/2023;$137.87;80223630;$135.28;$138.02;$134.22
AAPL;01/19/2023;$135.27;58280410;$134.08;$136.25;$133.77
AAPL;01/18/2023;$135.21;69672800;$136.815;$138.61;$135.03
AAPL;01/17/2023;$135.94;63646630;$134.83;$137.29;$134.13
AAPL;01/13/2023;$134.76;57809720;$132.03;$134.92;$131.66
AAPL;01/12/2023;$133.41;71379650;$133.88;$134.26;$131.44
AAPL;01/11/2023;$133.49;69458950;$131.25;$133.51;$130.46
AAPL;01/10/2023;$130.73;63896160;$130.26;$131.2636;$128.12
AAPL;01/09/2023;$130.15;70790810;$130.465;$133.41;$129.89
AAPL;01/06/2023;$129.62;87754720;$126.01;$130.29;$124.89
AAPL;01/05/2023;$125.02;80962710;$127.13;$127.77;$124.76
AAPL;01/04/2023;$126.36;89113630;$126.89;$128.6557;$125.08
AAPL;01/03/2023;$125.07;112117500;$130.28;$130.90;$124.17
AAPL;12/30/2022;$129.93;77034210;$128.41;$129.95;$127.43
AAPL;12/29/2022;$129.61;75703710;$127.99;$130.4814;$127.73
AAPL;12/28/2022;$126.04;85438390;$129.67;$131.0275;$125.87
AAPL;12/27/2022;$130.03;69007830;$131.38;$131.41;$128.72
AAPL;12/23/2022;$131.86;63814890;$130.92;$132.415;$129.64
AAPL;12/22/2022;$132.23;77852110;$134.352;$134.56;$130.30
AAPL;12/21/2022;$135.45;85927990;$132.98;$136.81;$132.75
AAPL;12/20/2022;$132.30;77432820;$131.39;$133.25;$129.89
AAPL;12/19/2022;$132.37;79592610;$135.11;$135.20;$131.32
AAPL;12/16/2022;$134.51;160156900;$136.685;$137.65;$133.73
AAPL;12/15/2022;$136.50;98931910;$141.11;$141.80;$136.025
AAPL;12/14/2022;$143.21;82291180;$145.35;$146.655;$141.16
AAPL;12/13/2022;$145.47;93886160;$149.50;$149.9692;$144.24
AAPL;12/12/2022;$144.49;70462650;$142.70;$144.50;$141.06
AAPL;12/09/2022;$142.16;76097010;$142.34;$145.57;$140.90
AAPL;12/08/2022;$142.65;62128340;$142.36;$143.52;$141.10
AAPL;12/07/2022;$140.94;69721090;$142.19;$143.37;$140.00
AAPL;12/06/2022;$142.91;64727190;$147.075;$147.30;$141.92
AAPL;12/05/2022;$146.63;68826440;$147.77;$150.9199;$145.77
AAPL;12/02/2022;$147.81;65447450;$145.96;$148.00;$145.65
AAPL;12/01/2022;$148.31;71250420;$148.21;$149.13;$146.61
AAPL;11/30/2022;$148.03;111380900;$141.395;$148.72;$140.55
AAPL;11/29/2022;$141.17;83763800;$144.29;$144.81;$140.355
AAPL;11/28/2022;$144.22;69346520;$145.14;$146.64;$143.38
AAPL;11/25/2022;$148.11;35195860;$148.305;$148.88;$147.12
AAPL;11/23/2022;$151.07;58301400;$149.45;$151.83;$149.34
AAPL;11/22/2022;$150.18;51804130;$148.13;$150.42;$146.925
AAPL;11/21/2022;$148.01;58724070;$150.16;$150.37;$147.715
AAPL;11/18/2022;$151.29;74829570;$152.305;$152.70;$149.97
AAPL;11/17/2022;$150.72;80389400;$146.43;$151.48;$146.15
AAPL;11/16/2022;$148.79;64218270;$149.13;$149.87;$147.29
AAPL;11/15/2022;$150.04;89868330;$152.215;$153.59;$148.5613
AAPL;11/14/2022;$148.28;73374110;$148.97;$150.28;$147.43
AAPL;11/11/2022;$149.70;93979670;$145.82;$150.01;$144.37
AAPL;11/10/2022;$146.87;118854000;$141.24;$146.87;$139.50
AAPL;11/09/2022;$134.87;74917790;$138.50;$138.55;$134.5933
AAPL;11/08/2022;$139.50;89908480;$140.41;$141.43;$137.49
AAPL;11/07/2022;$138.92;83374630;$137.11;$139.145;$135.671
AAPL;11/04/2022;$138.38;140814800;$142.09;$142.67;$134.38
AAPL;11/03/2022;$138.88;97918520;$142.06;$142.80;$138.75
AAPL;11/02/2022;$145.03;93604620;$148.945;$152.17;$145.00
AAPL;11/01/2022;$150.65;80379350;$155.08;$155.45;$149.13
AAPL;10/31/2022;$153.34;97943170;$153.155;$154.24;$151.92
AAPL;10/28/2022;$155.74;164762400;$148.20;$157.50;$147.82
AAPL;10/27/2022;$144.80;109180200;$148.07;$149.046;$144.13
AAPL;10/26/2022;$149.35;88436170;$150.96;$151.99;$148.04
AAPL;10/25/2022;$152.34;74732290;$150.09;$152.49;$149.36
AAPL;10/24/2022;$149.45;75981920;$147.185;$150.23;$146.00
AAPL;10/21/2022;$147.27;86548610;$142.87;$147.8479;$142.649
AAPL;10/20/2022;$143.39;64521990;$143.02;$145.89;$142.65
AAPL;10/19/2022;$143.86;61758340;$141.69;$144.9492;$141.50
AAPL;10/18/2022;$143.75;99136610;$145.49;$146.70;$140.61
AAPL;10/17/2022;$142.41;85250940;$141.065;$142.90;$140.27
AAPL;10/14/2022;$138.38;88597970;$144.31;$144.52;$138.19
AAPL;10/13/2022;$142.99;113224000;$134.99;$143.59;$134.37
AAPL;10/12/2022;$138.34;70433740;$139.13;$140.36;$138.16
AAPL;10/11/2022;$138.98;77033670;$139.90;$141.35;$138.22
AAPL;10/10/2022;$140.42;74899000;$140.42;$141.89;$138.5729
AAPL;10/07/2022;$140.09;85925560;$142.54;$143.10;$139.445
AAPL;10/06/2022;$145.43;68402170;$145.81;$147.54;$145.22
AAPL;10/05/2022;$146.40;79470970;$144.075;$147.38;$143.01
AAPL;10/04/2022;$146.10;87830060;$145.03;$146.22;$144.26
AAPL;10/03/2022;$142.45;114311700;$138.21;$143.07;$137.685
AAPL;09/30/2022;$138.20;124925300;$141.28;$143.10;$138.00
AAPL;09/29/2022;$142.48;128138200;$146.10;$146.72;$140.68
AAPL;09/28/2022;$149.84;146691400;$147.64;$150.6414;$144.84
AAPL;09/27/2022;$151.76;84442740;$152.74;$154.72;$149.945
AAPL;09/26/2022;$150.77;93339410;$149.66;$153.7701;$149.64
AAPL;09/23/2022;$150.43;96029910;$151.19;$151.47;$148.56
AAPL;09/22/2022;$152.74;86652540;$152.38;$154.47;$150.91
AAPL;09/21/2022;$153.72;101696800;$157.34;$158.74;$153.60
AAPL;09/20/2022;$156.90;107689800;$153.40;$158.08;$153.08
AAPL;09/19/2022;$154.48;81474250;$149.31;$154.56;$149.10
AAPL;09/16/2022;$150.70;162278800;$151.21;$151.35;$148.37
AAPL;09/15/2022;$152.37;90481110;$154.65;$155.24;$151.38
AAPL;09/14/2022;$155.31;87965410;$154.785;$157.10;$153.6106
AAPL;09/13/2022;$153.84;122656600;$159.90;$160.54;$153.37
AAPL;09/12/2022;$163.43;104956000;$159.59;$164.26;$159.30
AAPL;09/09/2022;$157.37;68081010;$155.47;$157.82;$154.75
AAPL;09/08/2022;$154.46;84923850;$154.64;$156.36;$152.68
AAPL;09/07/2022;$155.96;87449570;$154.825;$156.67;$153.61
AAPL;09/06/2022;$154.53;73714840;$156.47;$157.09;$153.69
AAPL;09/02/2022;$155.81;76957770;$159.75;$160.362;$154.965
AAPL;09/01/2022;$157.96;74229900;$156.64;$158.42;$154.67
AAPL;08/31/2022;$157.22;87991090;$160.305;$160.58;$157.14
AAPL;08/30/2022;$158.91;77906200;$162.13;$162.56;$157.72
AAPL;08/29/2022;$161.38;73313950;$161.145;$162.90;$159.82
AAPL;08/26/2022;$163.62;78960980;$170.57;$171.05;$163.56
AAPL;08/25/2022;$170.03;51218210;$168.78;$170.14;$168.35
AAPL;08/24/2022;$167.53;53841520;$167.32;$168.11;$166.245
AAPL;08/23/2022;$167.23;54147080;$167.08;$168.71;$166.65
AAPL;08/22/2022;$167.57;69026810;$169.69;$169.86;$167.135
AAPL;08/19/2022;$171.52;70346300;$173.03;$173.74;$171.3101
AAPL;08/18/2022;$174.15;62290080;$173.75;$174.90;$173.12
AAPL;08/17/2022;$174.55;79542040;$172.77;$176.15;$172.57
AAPL;08/16/2022;$173.03;56377050;$172.78;$173.71;$171.6618
AAPL;08/15/2022;$173.19;54091690;$171.52;$173.39;$171.345
AMZN;08/11/2023;$138.41;42905830;$137.40;$139.33;$137.00
AMZN;08/10/2023;$138.56;58928400;$139.075;$140.41;$137.49
AMZN;08/09/2023;$137.85;50017350;$139.97;$140.32;$137.10
AMZN;08/08/2023;$139.94;51710500;$140.62;$140.84;$138.42
AMZN;08/07/2023;$142.22;71213110;$140.99;$142.54;$138.95
AMZN;08/04/2023;$139.57;153128500;$141.06;$143.63;$139.32
AMZN;08/03/2023;$128.91;91163740;$127.48;$129.84;$126.41
AMZN;08/02/2023;$128.21;51027610;$130.154;$130.23;$126.82
AMZN;08/01/2023;$131.69;42298930;$133.55;$133.69;$131.6199
AMZN;07/31/2023;$133.68;41901520;$133.20;$133.87;$132.38
AMZN;07/28/2023;$132.21;46317380;$129.69;$133.01;$129.33
AMZN;07/27/2023;$128.25;52610660;$131.00;$132.63;$127.79
AMZN;07/26/2023;$128.15;53910090;$126.51;$129.08;$126.11
AMZN;07/25/2023;$129.13;39236660;$129.31;$129.58;$128.53
AMZN;07/24/2023;$128.80;45671540;$130.305;$131.66;$128.35
AMZN;07/21/2023;$130.00;133307300;$131.34;$131.37;$128.415
AMZN;07/20/2023;$129.96;59820580;$134.07;$134.7915;$129.33
AMZN;07/19/2023;$135.36;54531040;$133.39;$135.99;$132.53
AMZN;07/18/2023;$132.83;54969130;$132.71;$133.86;$131.355
AMZN;07/17/2023;$133.56;48450200;$134.56;$135.62;$133.21
AMZN;07/14/2023;$134.68;54487090;$134.06;$136.65;$134.06
AMZN;07/13/2023;$134.30;61170880;$134.04;$134.67;$132.71
AMZN;07/12/2023;$130.80;54022850;$130.31;$131.26;$128.83
AMZN;07/11/2023;$128.78;49951460;$127.75;$129.77;$127.35
AMZN;07/10/2023;$127.13;61889290;$129.07;$129.28;$125.915
AMZN;07/07/2023;$129.78;41992250;$128.59;$130.97;$128.1294
AMZN;07/06/2023;$128.36;40697850;$128.25;$128.73;$127.37
AMZN;07/05/2023;$130.38;35895410;$130.24;$131.40;$129.64
AMZN;07/03/2023;$130.22;27939570;$130.82;$131.85;$130.065
AMZN;06/30/2023;$130.36;54350680;$129.47;$131.245;$128.95
AMZN;06/29/2023;$127.90;40760960;$128.77;$129.26;$127.255
AMZN;06/28/2023;$129.04;52149510;$128.94;$131.48;$128.44
AMZN;06/27/2023;$129.18;46801010;$128.63;$130.085;$127.55
AMZN;06/26/2023;$127.33;59989320;$129.33;$131.49;$127.10
AMZN;06/23/2023;$129.33;71927780;$129.11;$130.84;$128.28
AMZN;06/22/2023;$130.15;90354570;$125.31;$130.33;$125.14
AMZN;06/21/2023;$124.83;52137670;$125.64;$126.73;$123.85
AMZN;06/20/2023;$125.78;56930120;$124.97;$127.25;$124.50
AMZN;06/16/2023;$125.49;84247100;$127.71;$127.90;$125.30
AMZN;06/15/2023;$127.11;60458470;$125.21;$127.69;$124.32
AMZN;06/14/2023;$126.42;52422460;$126.70;$126.95;$124.12
AMZN;06/13/2023;$126.66;50564790;$128.12;$128.41;$125.18
AMZN;06/12/2023;$126.57;51473380;$124.02;$126.78;$123.53
AMZN;06/09/2023;$123.43;51396020;$124.08;$125.80;$123.19
AMZN;06/08/2023;$124.25;62159270;$123.01;$125.625;$122.2579
AMZN;06/07/2023;$121.23;95663280;$127.01;$127.365;$120.63
AMZN;06/06/2023;$126.61;45695210;$125.07;$127.40;$125.00
AMZN;06/05/2023;$125.30;47950130;$123.36;$125.80;$123.03
AMZN;06/02/2023;$124.25;61264410;$124.92;$126.39;$124.015
AMZN;06/01/2023;$122.77;54375130;$120.69;$123.49;$119.93
AMZN;05/31/2023;$120.58;72800790;$121.45;$122.04;$119.17
AMZN;05/30/2023;$121.66;64314810;$122.37;$122.92;$119.855
AMZN;05/26/2023;$120.11;96779890;$116.04;$121.50;$116.02
AMZN;05/25/2023;$115.00;66496680;$116.63;$116.87;$114.31
AMZN;05/24/2023;$116.75;63487940;$115.35;$117.34;$115.02
AMZN;05/23/2023;$114.99;67576260;$114.27;$117.14;$113.78
AMZN;05/22/2023;$115.01;70741120;$116.77;$116.77;$114.25
AMZN;05/19/2023;$116.25;55056310;$118.16;$118.31;$115.70
AMZN;05/18/2023;$118.15;73174090;$116.69;$118.60;$116.335
AMZN;05/17/2023;$115.50;65655180;$114.89;$115.83;$114.22
AMZN;05/16/2023;$113.40;71472910;$111.05;$114.7899;$111.05
AMZN;05/15/2023;$111.20;53011150;$111.15;$112.29;$109.25
AMZN;05/12/2023;$110.26;49852670;$112.16;$112.64;$109.3185
AMZN;05/11/2023;$112.18;74924840;$111.03;$113.28;$110.49
AMZN;05/10/2023;$110.19;78627620;$108.10;$110.67;$108.05
AMZN;05/09/2023;$106.62;44089360;$105.48;$106.79;$105.1567
AMZN;05/08/2023;$105.83;49430910;$105.04;$106.095;$104.7001
AMZN;05/05/2023;$105.655;56951740;$104.27;$105.76;$103.55
AMZN;05/04/2023;$104.00;45345520;$104.04;$105.39;$103.3117
AMZN;05/03/2023;$103.65;65051930;$103.735;$105.96;$103.28
AMZN;05/02/2023;$103.63;73469350;$101.47;$103.90;$101.15
AMZN;05/01/2023;$102.05;74728100;$104.95;$105.23;$101.82
AMZN;04/28/2023;$105.45;130715900;$107.73;$109.48;$104.33
AMZN;04/27/2023;$109.82;149961200;$108.16;$110.86;$106.80
AMZN;04/26/2023;$104.98;73803790;$105.04;$106.62;$104.10
AMZN;04/25/2023;$102.57;65026820;$104.91;$105.45;$102.45
AMZN;04/24/2023;$106.21;69575610;$107.655;$109.23;$105.07
AMZN;04/21/2023;$106.96;86774190;$106.10;$108.15;$105.08
AMZN;04/20/2023;$103.81;57696870;$103.53;$105.25;$103.21
AMZN;04/19/2023;$104.30;58398890;$101.58;$105.12;$101.39
AMZN;04/18/2023;$102.30;39790520;$103.95;$104.20;$101.52
AMZN;04/17/2023;$102.74;39919460;$103.16;$103.73;$101.59
AMZN;04/14/2023;$102.51;51450520;$102.07;$103.2013;$101.11
AMZN;04/13/2023;$102.40;67925140;$98.95;$102.57;$98.71
AMZN;04/12/2023;$97.83;56735010;$100.40;$100.51;$97.705
AMZN;04/11/2023;$99.92;60417850;$100.80;$101.00;$99.01
AMZN;04/10/2023;$102.17;37261190;$100.96;$102.20;$99.57
AMZN;04/06/2023;$102.06;43808020;$100.75;$102.3817;$99.8008
AMZN;04/05/2023;$101.10;45175390;$103.91;$103.91;$100.7506
AMZN;04/04/2023;$103.95;48662500;$102.75;$104.20;$102.11
AMZN;04/03/2023;$102.41;41135730;$102.30;$103.29;$101.43
AMZN;03/31/2023;$103.29;56750320;$102.16;$103.49;$101.95
AMZN;03/30/2023;$102.00;53633400;$101.55;$103.04;$101.01
AMZN;03/29/2023;$100.25;49783280;$98.69;$100.4218;$98.56
AMZN;03/28/2023;$97.24;38720050;$98.11;$98.44;$96.29
AMZN;03/27/2023;$98.04;46721300;$99.07;$99.34;$97.08
AMZN;03/24/2023;$98.13;56144800;$98.065;$98.30;$96.40
AMZN;03/23/2023;$98.71;57559310;$100.43;$101.06;$97.62
AMZN;03/22/2023;$98.70;57475370;$100.45;$102.10;$98.61
AMZN;03/21/2023;$100.61;58597280;$98.14;$100.845;$98.00
AMZN;03/20/2023;$97.71;62388910;$98.41;$98.48;$95.70
AMZN;03/17/2023;$98.95;87300240;$99.79;$100.66;$97.455
AMZN;03/16/2023;$100.04;84558930;$95.75;$100.99;$95.61
AMZN;03/15/2023;$96.20;70731790;$93.22;$96.67;$93.07
AMZN;03/14/2023;$94.88;60912670;$93.83;$95.07;$92.71
AMZN;03/13/2023;$92.43;72397050;$89.97;$94.02;$88.12
AMZN;03/10/2023;$90.73;69827490;$92.67;$93.57;$90.245
AMZN;03/09/2023;$92.25;56218710;$93.68;$96.21;$92.18
AMZN;03/08/2023;$93.92;44899130;$93.60;$94.165;$92.18
AMZN;03/07/2023;$93.55;49100670;$94.06;$95.09;$92.78
AMZN;03/06/2023;$93.75;52112360;$95.19;$96.545;$93.74
AMZN;03/03/2023;$94.90;55759610;$92.74;$94.94;$92.66
AMZN;03/02/2023;$92.13;55574820;$91.41;$92.23;$90.39
AMZN;03/01/2023;$92.17;52299520;$93.87;$94.68;$91.59
AMZN;02/28/2023;$94.23;43959290;$93.14;$94.69;$92.92
AMZN;02/27/2023;$93.76;47470320;$94.28;$94.78;$93.14
AMZN;02/24/2023;$93.50;57053810;$93.53;$94.14;$92.3186
AMZN;02/23/2023;$95.82;48466990;$96.12;$96.43;$93.67
AMZN;02/22/2023;$95.79;59534090;$95.10;$97.01;$94.80
AMZN;02/21/2023;$94.58;56580360;$95.335;$95.605;$94.27
AMZN;02/17/2023;$97.20;60029410;$97.80;$97.94;$95.65
AMZN;02/16/2023;$98.15;56339170;$99.21;$100.63;$98.10
AMZN;02/15/2023;$101.16;48053880;$99.09;$101.17;$98.45
AMZN;02/14/2023;$99.70;56202900;$98.41;$100.9207;$97.52
AMZN;02/13/2023;$99.54;52841460;$97.85;$99.68;$96.91
AMZN;02/10/2023;$97.61;52740130;$97.56;$98.8163;$96.23
AMZN;02/09/2023;$98.24;64622490;$101.32;$101.78;$97.57
AMZN;02/08/2023;$100.05;75878300;$102.04;$102.6699;$98.775
AMZN;02/07/2023;$102.11;119501300;$101.17;$102.41;$98.08
AMZN;02/06/2023;$102.18;81945200;$102.925;$103.9484;$100.65
AMZN;02/03/2023;$103.39;144374800;$105.26;$108.78;$102.52
AMZN;02/02/2023;$112.91;158154200;$110.245;$114.00;$108.88
AMZN;02/01/2023;$105.15;80450120;$102.53;$106.24;$101.24
AMZN;01/31/2023;$103.13;66527250;$101.155;$103.3484;$101.14
AMZN;01/30/2023;$100.55;70691860;$101.09;$101.74;$99.01
